,PrimaryPropertyType,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFAParking,ENERGYSTARScore,Latitude,Longitude,PropertyGFATotalLog,SiteEnergyUse(kBtu)Log,TotalGHGEmissionsLog
1320,Warehouse,DOWNTOWN,1930,1.0,1.0,0.0,77.0,47.59774564,-122.31923325,4.37845241147875,5.612297894288483,1.169650178039499
1321,Warehouse,EAST,1947,1.0,3.0,0.0,72.0,47.679241309999995,-122.317144335,4.352606954136521,5.806187842989131,1.4433906052462409
1322,Warehouse,EAST,1996,1.0,4.0,0.0,72.0,47.679070825,-122.3170418,4.5906078008745554,6.005062122271514,1.4481731448582718
1323,Warehouse,GREATER,1928,1.0,2.0,0.0,72.0,47.586572495,-122.30495035,4.414221033214868,6.165868005370255,1.0090530285245507
1324,OTHER,GREATER,1966,1.0,2.0,0.0,72.0,47.58809497,-122.310103,4.522861373153616,5.820865861775877,1.3575537197430816
1325,ECOLE,EAST,1923,1.0,4.0,0.0,70.5,47.6078555,-122.32487195,4.663700925389648,6.363944791785924,1.9360308951527188
1326,CULTE,WEST,1951,1.0,2.0,0.0,96.5,47.7089764,-122.35493215,4.341157437445437,5.780479017156267,1.4567391283737707
1327,OTHER,NORTH,1960,1.0,1.0,0.0,72.0,47.716161639999996,-122.2956178,4.4049362937527,6.372604040452099,1.6051609724662423
1328,BUREAU,EAST,1967,1.0,2.0,0.0,53.0,47.560276825,-122.28581209999999,4.366422957225972,5.969892021571501,0.8130315348112869
1329,Warehouse,GREATER,1960,1.0,1.0,0.0,27.0,47.559470884999996,-122.3312087,4.477121254719663,6.46460710498482,2.1017023594880024
1330,Warehouse,GREATER,1962,1.0,1.0,0.0,72.0,47.565098895,-122.32205065,4.653559810460707,6.2746198917432405,1.7334482466536554
1331,ECOLE,WEST,1962,1.0,1.0,0.0,84.5,47.572669315,-122.39676765,4.7110476038670335,6.282661525185791,1.7728337465948967
1332,RESIDENCE,DOWNTOWN,2009,1.0,39.0,112124.0,63.5,47.61366177,-122.33425152000001,6.031227436827575,7.428810597240593,2.6641279229651413
1333,ECOLE,MAGQUEE,1959,1.0,2.0,0.0,72.0,47.64927049,-122.36166994999999,5.088770227236663,7.124120309969666,2.6315309054715526
1334,ECOLE,MAGQUEE,1945,7.5,2.0,0.0,72.0,47.64927049,-122.36166994999999,5.729974285699556,7.874729089922926,3.4598214097640447
1335,BUREAU,NORTH,1980,1.0,4.0,0.0,79.5,47.708694300000005,-122.30088955,4.36214304958196,6.0032100868030955,1.1613477583143272
1336,REWarehouse,GREATER,1967,1.0,1.0,0.0,72.0,47.5617045,-122.3288345,4.435573643566113,6.391321482232567,1.2346415783293683
1337,Warehouse,GREATER,1962,1.0,1.0,0.0,12.5,47.562832,-122.3288735,4.499260825118054,6.459540700479755,2.0684098081064217
1338,Warehouse,GREATER,1956,1.0,1.0,0.0,65.0,47.563319035,-122.32879555,4.352356201169828,5.185441134315377,0.028604756253895174
1339,Warehouse,GREATER,1956,1.0,1.0,0.0,69.5,47.5641725,-122.328946,4.601886238782375,6.089476547275096,1.6426246391286048
1340,ECOLE,EAST,1925,1.0,2.0,0.0,93.0,47.62458211,-122.31833555,4.867873896276253,6.385943106051772,1.95473018080071
1341,CULTE,EAST,1906,1.0,1.0,0.0,90.5,47.623290665,-122.32014715,4.422261450813602,5.849888601858943,1.4287611389194712
1342,ECOLE,EAST,1961,1.0,1.0,0.0,83.0,47.685309835,-122.2826302,4.639267294545039,6.157388422575949,1.3914644118391033
1343,Warehouse,GREATER,1956,1.0,2.0,0.0,72.0,47.59287178,-122.31038415,4.459392487759231,6.059638888492677,1.4707008511362254
1344,ECOLE,CENTRAL,2009,2.5,2.0,0.0,91.0,47.61788963,-122.2862163,4.45484486000851,6.060418280605987,1.4496479846906962
1345,RESTAURANT,LAKE,1978,1.0,2.0,0.0,72.0,47.62910008,-122.33171245,4.4235571433122916,6.570200038794826,1.9879789158754821
1346,RESIDENCE,LAKE,1988,1.0,2.0,15402.0,72.0,47.62778431,-122.3335,4.539565345794769,7.165962629765115,2.6938948677083054
1347,OTHER,MAGQUEE,1922,1.0,1.0,0.0,72.0,47.62617011,-122.3401021,4.362670929725667,6.632638362318091,2.1374490633403354
1348,OTHER,MAGQUEE,1921,1.0,2.0,0.0,72.0,47.626380665,-122.33942680999999,4.419955748489758,6.525333156441662,2.0372145658752485
1349,RESTAURANT,LAKE,1962,1.0,2.0,0.0,72.0,47.637368685,-122.33986725,4.532397627065692,6.814193856160915,2.354259880496203
1350,BUREAU,LAKE,1949,1.0,3.0,0.0,78.5,47.636123854999994,-122.33980575000001,4.368379871623802,5.918023418220638,0.761504941206581
1351,BUREAU,MAGQUEE,1965,1.0,4.0,0.0,32.5,47.63556106,-122.3393641,4.489114369378919,6.541725838286764,2.004492722843191
1352,OTHER,EAST,1946,1.0,1.0,0.0,72.0,47.676382024999995,-122.30350615,4.308180101030666,5.693000720331266,1.202961863106733
1353,CULTE,CENTRAL,1900,1.0,1.0,0.0,100.0,47.61121405,-122.28797015,4.339451441306441,5.501065731390744,1.1112249156603649
1354,RESIDENCE,EAST,1997,1.0,4.0,6985.0,72.0,47.668241429999995,-122.29983870000001,4.508960433176952,6.151927500566875,1.5452665036436406
1355,BUREAU,DOWNTOWN,1983,1.0,13.0,83064.0,72.0,47.60445672,-122.33800600000001,5.487925616018447,6.988851321733112,1.8321892682452434
1356,Warehouse,MAGQUEE,1918,1.0,2.0,0.0,72.0,47.64634279,-122.35081955000001,4.451924528420122,5.633198773826603,1.0885899862204136
1357,HOTEL,DOWNTOWN,1914,1.0,4.0,0.0,78.5,47.60153572,-122.33520440000001,4.658011396657113,6.424867239202403,2.051215823704386
1358,BUREAU,DOWNTOWN,1900,1.0,5.0,0.0,72.0,47.601057575,-122.33458354999999,4.5840597054578405,6.305436646987263,1.1486799720540954
1359,BUREAU,DOWNTOWN,1900,1.0,4.0,0.0,72.0,47.601545630000004,-122.3344081,4.631484355385979,6.198824133312126,1.679141757021813
1360,RESIDENCE,DOWNTOWN,2005,1.0,5.0,4000.0,72.0,47.600490699999995,-122.3351408,4.760422483423212,6.849974409519395,2.354534200785414
1361,BUREAU,DOWNTOWN,1900,1.0,4.0,0.0,72.0,47.600224865,-122.33458473499999,4.52244423350632,6.103563963342473,1.2504312418070271
1362,HOTEL,DOWNTOWN,1900,1.0,3.0,0.0,98.5,47.600521665,-122.333947725,4.405687786672778,5.699526223417994,0.5428182956283489
1363,OTHER,DOWNTOWN,1900,1.0,3.0,0.0,72.0,47.59976861,-122.33514583499999,4.346352974450639,5.215413618729194,0.8054338403594175
1364,Warehouse,MAGQUEE,1968,1.0,2.0,0.0,72.0,47.64281862,-122.34234975000001,4.469792571286338,6.557407271611225,1.6844069745515602
1365,Warehouse,LAKE,1938,1.0,1.0,0.0,24.5,47.64792638,-122.3435634,4.362670929725667,5.680571261357109,0.5235887405108224
1366,BUREAU,LAKE,2008,1.0,4.0,0.0,45.5,47.647418025,-122.34085715,4.68439647841902,6.49993586423257,1.3433091983468204
1367,BOUTIQUE,EAST,1930,1.0,1.0,0.0,79.5,47.660961375,-122.31921115,4.663314504640014,6.214002614327136,1.3041359003172663
1368,SOIN,EAST,1970,1.0,2.0,0.0,74.0,47.674382115,-122.3182037,4.372819981678968,5.904751769877025,0.8067819133601715
1369,BOUTIQUE,DOWNTOWN,1900,1.0,2.0,0.0,72.0,47.59894541,-122.3332672,4.334453751150931,5.264999527791929,0.10720996964786837
1370,BUREAU,DOWNTOWN,1900,1.0,3.0,0.0,94.5,47.59937834,-122.33327742,4.4493549587027985,5.957935698848196,1.54834602336043
1371,BUREAU,DOWNTOWN,1900,1.0,3.0,0.0,72.0,47.599693544999994,-122.333112055,4.458788881710845,6.423158002154038,2.095396023607461
1372,BUREAU,DOWNTOWN,1902,1.0,4.0,0.0,99.0,47.5997081,-122.333227,4.591398551281249,5.8659818684133755,1.1142109594433935
1373,BUREAU,DOWNTOWN,1902,1.0,4.0,0.0,74.0,47.599789335,-122.33339345499999,4.444638030501577,6.107018453791471,0.9503236405658655
1374,BUREAU,DOWNTOWN,1909,1.0,3.0,0.0,65.5,47.600710910000004,-122.333778005,4.67407999402218,6.40176314743368,1.816193626377925
1375,OTHER,EAST,1926,1.0,2.0,27000.0,72.0,47.614806915,-122.31725499999999,4.78943968456718,6.632180497104045,1.8572225378049105
1376,BUREAU,EAST,1917,1.0,3.0,0.0,72.0,47.614591755,-122.317246555,4.487421211359474,6.099629637336895,1.4168623514128118
1377,RESIDENCE,EAST,1916,1.0,2.0,0.0,72.0,47.614278,-122.3172525,4.314709692955174,5.576905363661398,0.42070476516704963
1378,RESIDENCE,EAST,1912,1.0,2.0,0.0,72.0,47.61427855,-122.31924269999999,4.5429996075770545,6.138277699901153,0.981386329290635
1379,BUREAU,EAST,1906,1.0,3.0,0.0,72.0,47.615080895,-122.318450465,4.320083942715693,5.968498162713013,1.2219284888126032
1380,BOUTIQUE,EAST,1916,1.0,2.0,0.0,99.0,47.614840295,-122.318472,4.567496891104223,5.670605716898816,0.51406185756442
1381,BUREAU,EAST,1913,1.0,3.0,0.0,72.0,47.6143495,-122.31862699999999,4.359190199155811,6.056314890116111,1.3085851245995936
1382,BOUTIQUE,EAST,1920,1.0,1.0,0.0,78.0,47.61466177,-122.31984130000001,4.480581786829169,6.098535179880698,1.2469217583253314
1383,RESIDENCE,EAST,1910,1.0,3.0,0.0,72.0,47.614299564999996,-122.31976614999999,4.506505032404872,5.003333882170769,0.693958178038193
1384,OTHER,EAST,1962,1.0,2.0,0.0,72.0,47.657276005,-122.3193418,4.456153389374694,6.706648504769268,1.549982507161982
1385,HOTEL,DOWNTOWN,1908,1.0,3.0,0.0,72.0,47.59767048,-122.32407845,4.459392487759231,6.685019203473987,2.299172566049072
1386,RESTAURANT,DOWNTOWN,1913,1.0,3.0,0.0,72.0,47.5969552,-122.3247063,4.459392487759231,5.968604254337592,1.4877700349568923
1387,BUREAU,DOWNTOWN,1979,1.0,3.0,0.0,2.5,47.596428020000005,-122.32414445,4.546567338599975,6.53742782383359,1.3807631342724824
1388,SOIN,EAST,1969,1.0,6.0,26082.0,1.0,47.613181225,-122.32751025,4.978258144133847,6.862597968739612,2.274037630547766
1389,CULTE,EAST,1910,1.0,2.0,0.0,69.0,47.614290325,-122.32653644999999,4.390935107103379,5.53145220923932,0.796147239281235
1390,CULTE,EAST,1900,1.0,1.0,0.0,72.0,47.605351915,-122.32636585,4.688864568054792,6.010007251880089,1.788524762486099
1391,SOIN,WEST,1961,1.0,3.0,4115.0,100.0,47.587485645,-122.38669825,4.739279551861714,6.311219867060164,1.1545716146296257
1392,Warehouse,GREATER,1964,1.0,1.0,0.0,72.0,47.553157035,-122.33289825,4.3979400086720375,6.288771466377217,1.8046578922573229
1393,Warehouse,GREATER,1960,1.0,1.0,0.0,72.0,47.555369665,-122.33301265,4.3979400086720375,5.421669989022728,0.8529275815478995
1394,OTHER,GREATER,1927,1.0,1.0,0.0,72.0,47.555264820000005,-122.33462495,4.354530998050397,5.857410640426149,1.3793409109234553
1395,BUREAU,EAST,1917,1.0,3.0,0.0,90.0,47.615437485,-122.32651100000001,4.4400270096966175,6.015008041548054,1.2080102857301918
1396,BUREAU,DOWNTOWN,1989,1.0,7.0,0.0,72.0,47.61162505,-122.34592205000001,4.675915754895261,6.193107152748256,1.036411041592392
1397,OTHER,MAGQUEE,1961,1.0,3.0,0.0,72.0,47.636452255,-122.34219045,4.360971883725936,6.332742642404698,1.9440247784727087
1398,BOUTIQUE,EAST,1998,1.0,1.0,0.0,17.5,47.620471815,-122.3134948,4.650686272578324,7.163315241194423,2.5917011755307575
1399,RESIDENCE,EAST,1948,1.0,1.0,0.0,72.0,47.668135135,-122.2769181,4.3575155886150965,6.381498728187144,2.068773107848311
1400,CULTE,BALLARD,1956,1.0,2.0,0.0,24.5,47.68533025,-122.3872653,4.333689041703905,5.927724736944746,1.556901643227959
1401,OTHER,CENTRAL,1959,1.0,1.0,0.0,72.0,47.6232077,-122.29004025,4.410827827845384,6.140752551361678,1.7978861649480615
1402,OTHER,EAST,1928,1.0,3.0,0.0,72.0,47.627809639999995,-122.2801924,4.852967691028819,7.373011628479601,2.9532841577198203
1403,ECOLE,EAST,1925,1.0,3.0,0.0,83.5,47.634172355,-122.28496915,4.583164754791726,6.289704724997074,1.879319925550083
1404,SOIN,EAST,1963,1.0,16.0,36158.5,40.5,47.634278835,-122.2764516,5.185576149178051,7.285229295261791,2.857149829957367
1405,RESIDENCE,DOWNTOWN,2009,1.0,19.0,201857.0,85.5,47.618106515,-122.33914906999999,6.08158851552036,7.45784610813071,2.615188784554387
1406,CULTE,EAST,1968,1.0,1.0,0.0,43.5,47.53857332,-122.28020205,4.383815365980431,5.996720693934925,1.4686171271326982
1407,RESIDENCE,MAGQUEE,1981,1.0,4.0,2211.0,72.0,47.636554970000006,-122.3441913,4.3713080438559215,6.2699001350016195,1.7347319164991897
1408,Warehouse,DELRIDGE,1994,1.0,3.0,0.0,72.0,47.567829705,-122.370052,4.823539433656859,5.79757348935479,1.2422198227127579
1409,ECOLE,WEST,1938,1.0,2.0,0.0,59.5,47.713721145,-122.3536994,4.365899620723788,6.086921329480419,1.7354456797164057
1410,RESIDENCE,EAST,1924,1.0,2.0,0.0,72.0,47.61429811,-122.32514789999999,4.388740444524611,6.422026553281263,1.957121023124939
1411,BOUTIQUE,EAST,1910,1.0,2.0,0.0,72.0,47.6138648,-122.32479409999999,4.393575203269587,5.901442072940016,1.4572583672118655
1412,ECOLE,EAST,1904,1.0,3.0,0.0,50.5,47.61339142,-122.32592785,4.733209877458899,6.573793644885347,2.1098319982023157
1413,OTHER,EAST,1954,1.0,2.0,0.0,72.0,47.614473000000004,-122.32590049999999,4.668012971641832,5.890927379209188,1.3472556116166912
1414,OTHER,MAGQUEE,1980,1.0,3.0,0.0,60.5,47.63305018,-122.34266840000001,4.482987856595047,6.162162276165731,1.0053797274479552
1415,BUREAU,MAGQUEE,1920,1.0,3.0,0.0,88.5,47.63445456,-122.34076925,4.478696331677028,6.162463785348599,1.5323081640441536
1416,ECOLE,WEST,1964,1.0,2.0,0.0,82.5,47.552697495000004,-122.38004745,4.601288433662402,6.256961061404816,1.6788974870180482
1417,BUREAU,MAGQUEE,1960,1.0,2.0,0.0,93.5,47.63987807,-122.3671506,4.406216467853261,5.916196339830284,1.5338870259521262
1418,SOIN,EAST,1967,1.0,1.0,2276.5,72.5,47.535079385,-122.26566365,5.150132941061036,7.282932113886424,2.8500029802725484
1419,BUREAU,LAKE,1912,1.0,2.0,0.0,76.5,47.62288755,-122.330807645,4.443857290202318,6.3141811197397395,1.5566037845196472
1420,HOTEL,WEST,1990,1.0,4.0,8584.0,78.5,47.72899851,-122.34458509999999,4.620177711918963,6.287081549466989,1.7598684633573738
1421,OTHER,GREATER,1950,1.0,1.0,0.0,72.0,47.567760750000005,-122.33279965,4.556302500767287,6.54954478201688,1.7934674636897987
1422,Warehouse,GREATER,1941,1.0,2.0,0.0,52.5,47.566899385,-122.33359315,4.348772013844623,5.74676198738713,1.3156421139069816
1423,OTHER,GREATER,1946,1.0,2.0,0.0,72.0,47.56617111,-122.33359908,4.4963760540124005,6.205977296383823,1.5843346850062976
1424,RESIDENCE,GREATER,1947,1.0,1.0,0.0,72.0,47.56572344,-122.33362174999999,4.4842428789582325,6.295757045867807,1.6558499708188448
1425,BUREAU,EAST,1922,1.0,3.0,0.0,83.5,47.6154605,-122.3237672,4.440909082065217,6.006658925151966,1.0912397104145048
1426,SOIN,WEST,1961,1.0,2.0,0.0,77.0,47.663171025,-122.35316595,4.747986343459441,6.78109914222766,2.295351548435764
1427,ECOLE,GREATER,1971,1.0,2.0,0.0,78.5,47.530637850000005,-122.28495465,4.723463881683146,6.324188764561541,1.7434981611955367
1428,SOIN,NORTH,1954,1.0,1.0,0.0,94.5,47.708827315,-122.28890635,4.353781634528817,6.291149047657427,1.8331400321458222
1429,BUREAU,LAKE,1997,1.0,3.0,7358.0,40.5,47.66117077,-122.3390048,4.500867417872138,6.337431945135833,1.1806759571142034
1430,BUREAU,LAKE,1981,1.0,3.0,6034.0,93.5,47.648301180000004,-122.3343826,4.426413656131688,5.836726950190209,0.6798342799047272
1431,Warehouse,WEST,1972,1.0,1.0,0.0,68.5,47.70846706,-122.34392675000001,4.468347330412158,5.359708016087003,0.20411150017615062
1432,HOTEL,GREATER,1992,1.0,3.0,0.0,81.5,47.547736799999996,-122.3208483,4.351255033547635,6.1132808233251,1.6362056714374185
1433,OTHER,EAST,1912,1.0,2.0,0.0,20.5,47.66147616,-122.312793775,4.411063857460923,6.2074960592363455,1.0506831060735689
1434,BOUTIQUE,EAST,1953,1.0,4.0,0.0,73.5,47.66186879999999,-122.31278996,4.530327789778086,6.264343055039364,1.5695411533719283
1435,CULTE,EAST,1927,1.0,2.0,0.0,72.0,47.66445822,-122.31227559999999,4.894321602119543,6.3618307707989015,1.8881180473494075
1436,Warehouse,LAKE,1979,1.0,2.0,0.0,31.0,47.647409030000006,-122.3344558,4.89606301705356,6.641429449806084,1.672397940846803
1437,ECOLE,LAKE,1910,1.0,2.0,0.0,93.0,47.663886025,-122.3368669,4.52244423350632,6.193795358628998,1.835090630443254
1438,BOUTIQUE,LAKE,1957,1.0,1.0,0.0,28.5,47.661819890000004,-122.33584264999999,4.459513108363229,6.974201529149742,2.3752341082553166
1439,BUREAU,EAST,1957,1.0,1.0,7004.0,58.0,47.663439045,-122.3134124,4.4466303533162295,6.041794321702181,0.8850782919902465
1440,BOUTIQUE,EAST,1950,1.0,1.0,0.0,38.0,47.664296435,-122.3138961,4.418732056873297,6.877391490952464,2.18231006026459
1441,RESIDENCE,EAST,1928,1.0,2.0,0.0,72.0,47.661724885,-122.31331040500001,4.31722734917642,5.977759261687804,0.8208579894396999
1442,RESIDENCE,EAST,1976,1.0,2.0,15755.0,19.5,47.661672775,-122.31393815,4.543422327039724,6.05300270791019,0.8963719427806266
1443,BUREAU,LAKE,1998,1.0,3.0,9999.0,72.0,47.634179544999995,-122.32651301,4.575638076491376,6.773642375253237,1.6170232333926902
1444,BUREAU,DOWNTOWN,1900,1.0,4.0,0.0,62.5,47.60102422,-122.333783005,4.358696099573811,5.954126010232672,0.7971741725625274
1445,OTHER,DOWNTOWN,1900,1.0,1.0,0.0,72.0,47.60132546,-122.33326815000001,4.330819466495837,5.924131617028165,0.9745436794963614
1446,BUREAU,DOWNTOWN,1900,1.0,1.0,0.0,94.0,47.601096645,-122.331970105,4.319730494330225,6.076158880112846,1.2230855311170332
1447,RESIDENCE,DOWNTOWN,1966,1.0,3.0,0.0,72.0,47.59937643,-122.33197392,4.414973347970818,6.125654021035732,1.5003406104635846
1448,BUREAU,DOWNTOWN,1900,1.0,3.0,0.0,72.0,47.59958056,-122.33199404999999,4.5874303223714055,6.27452701211662,1.6209502850484383
1449,BUREAU,DOWNTOWN,1929,1.0,4.0,0.0,72.0,47.599817335,-122.331798265,4.698544187059191,6.684971229492508,2.2279164520749326
1450,SOIN,EAST,2010,1.0,2.0,0.0,11.0,47.51948317,-122.2693265,4.412964271996663,6.276281328882444,1.3174711754791515
1451,CULTE,EAST,1927,1.0,3.0,0.0,72.0,47.66523474500001,-122.3104026,4.612921538021774,6.0689959571769805,1.6076442272279632
1452,OTHER,EAST,2004,1.0,2.0,0.0,72.0,47.66454504,-122.30998785,4.32376758329678,6.1897310415328555,1.7128408495381133
1453,CULTE,EAST,1950,1.0,3.0,0.0,77.0,47.678416444999996,-122.31949755,4.667312835294965,6.2181408986579365,1.6733883957956808
1454,BUREAU,WEST,1965,1.0,4.0,8064.0,88.5,47.67820143,-122.32319534999999,4.755081734954101,6.212435787398956,1.4614387820698884
1455,CULTE,WEST,1978,1.0,2.0,0.0,65.0,47.67786586,-122.3256792,4.439332693830263,5.736068476508338,1.1444469634113346
1456,BUREAU,DOWNTOWN,1930,1.0,2.0,0.0,90.5,47.598555160000004,-122.3324853,4.563836918664545,5.728212857960848,0.5716698092553715
1457,BUREAU,DOWNTOWN,1900,1.0,3.0,0.0,72.0,47.59949862,-122.3311617,4.428620672671939,6.3321016578992,1.7698190167394463
1458,BUREAU,DOWNTOWN,1906,1.0,5.0,0.0,93.5,47.599705465,-122.33065016500001,4.62242127397567,6.068689635928283,0.9119727186388207
1459,BUREAU,DOWNTOWN,1905,1.0,5.0,0.0,95.5,47.600432595,-122.33139030000001,4.566779136341192,6.034698250655536,1.3756871343648953
1460,OTHER,DOWNTOWN,1904,1.0,6.0,0.0,72.0,47.6005485,-122.33056049999999,4.474507639116975,6.207179370564258,1.5651441710667617
1461,BUREAU,DOWNTOWN,1905,1.0,2.0,0.0,69.5,47.60025512,-122.32989751,4.526855987125875,6.035809984898238,0.8790864059656214
1462,Warehouse,DOWNTOWN,1906,1.0,4.0,0.0,18.0,47.59983139,-122.3298521,4.638329487070778,6.196950721750573,1.0402021164422424
1463,RESIDENCE,DOWNTOWN,1900,1.0,3.0,0.0,72.0,47.59900141999999,-122.3272317,4.351796306897024,5.99662961520287,0.8400770708671865
1464,HOTEL,DOWNTOWN,1925,1.0,4.0,0.0,47.5,47.598514445,-122.32675725,4.5187507631948005,6.6888622136903795,2.2433946366109585
1465,BUREAU,DOWNTOWN,1970,1.0,2.0,0.0,91.0,47.596222940000004,-122.32546345,4.423409727733094,5.9918354137067364,1.0501828597982554
1466,Warehouse,LAKE,1938,1.0,1.0,0.0,79.0,47.654219175,-122.3262129,4.602363891112775,5.978762390060703,0.8337675670885736
1467,BUREAU,LAKE,2007,1.0,3.0,18228.0,21.0,47.65374662000001,-122.3271933,4.648457594282522,6.351657937157722,1.194912943890917
1468,CULTE,NORTH,1954,1.0,1.0,0.0,84.0,47.71705233,-122.28577915,4.334936032690669,5.812846805335533,1.3081490944584409
1469,ECOLE,WEST,1970,1.0,1.0,0.0,77.0,47.6763048,-122.32893050000001,4.625713627811201,6.336674244802602,1.8456142938910718
1470,ECOLE,WEST,1925,1.0,3.0,0.0,90.5,47.668183785,-122.32688329999999,4.701445068189043,6.1363418682575155,1.4895092153754557
1471,BUREAU,DOWNTOWN,1993,1.0,3.0,0.0,72.0,47.598145935000005,-122.32599115,4.334453751150931,6.205280807323005,1.5565993003088008
1472,RESIDENCE,DOWNTOWN,1909,1.0,3.0,0.0,72.0,47.597688385,-122.32537421,4.314288660947498,5.9250904716826245,1.40154151214873
1473,HOTEL,DOWNTOWN,1910,1.0,5.0,0.0,99.0,47.59984454,-122.3259805,4.608012278215345,6.072250894082231,1.7186413655530255
1474,BUREAU,DOWNTOWN,1909,1.0,3.0,0.0,72.0,47.60104853,-122.32542325,4.49737201580375,6.15618001713881,0.9995600486031568
1475,BOUTIQUE,DOWNTOWN,1917,1.0,2.0,0.0,100.0,47.59940743,-122.3246798,4.390051496458987,5.624426011686731,0.8087978881942012
1476,ECOLE,LAKE,2000,1.0,2.0,0.0,82.0,47.657276065000005,-122.32403225,4.785699895549314,6.357218517980311,1.6448466834279902
1477,OTHER,CENTRAL,1908,1.0,3.0,0.0,72.0,47.602847,-122.31458295,4.4126956916035,5.914831201423875,1.5098198732359724
1478,OTHER,EAST,1924,1.0,3.0,0.0,72.0,47.661911895,-122.31002425,4.315676520348013,6.0692315056851385,1.6101279138405304
1479,RESIDENCE,EAST,1929,1.0,3.0,0.0,78.5,47.661659075,-122.31007795,4.344863649797128,5.820765348519682,0.6643477621977474
1480,RESIDENCE,EAST,1926,1.0,3.0,0.0,84.0,47.662840805,-122.30865645,4.439127342442847,6.19072833353762,1.800736186772843
1481,RESIDENCE,EAST,1926,1.0,4.0,0.0,52.0,47.66158558,-122.30872260000001,4.373206340142947,6.244446900222472,1.7701362936245433
1482,RESIDENCE,EAST,1976,1.0,3.0,0.0,77.5,47.662381034999996,-122.30802324999999,4.524370154542359,5.99311534674486,0.836277967776099
1483,RESIDENCE,EAST,2005,1.0,2.0,7120.0,72.0,47.60144273,-122.3199841,4.469939774786342,6.305921152504566,1.8658054209666117
1484,SOIN,CENTRAL,1987,1.0,2.0,0.0,48.0,47.60132683,-122.31081789999999,4.874133778827972,6.921956061228984,2.40759308047363
1485,OTHER,CENTRAL,1913,1.0,3.0,0.0,72.0,47.60133284,-122.3103549,4.322053817695566,6.346840111139091,1.9653151275413667
1486,ECOLE,CENTRAL,1925,1.0,2.0,0.0,44.5,47.603247185,-122.30595645,4.349160922692949,6.162225916568378,1.7210063845454613
1487,ECOLE,EAST,1921,1.0,3.0,0.0,72.0,47.625323265,-122.32303275000001,4.503790683057181,6.389145732877914,1.971465872514404
1488,OTHER,BALLARD,1950,1.0,2.0,0.0,72.0,47.68472056,-122.38269445,4.468598380496247,6.182998020359438,1.7012327909230573
1489,RESIDENCE,DOWNTOWN,1909,1.0,3.0,0.0,72.0,47.59728357,-122.32477985,4.692838109969186,6.697077438865179,1.6502896775683706
1490,BOUTIQUE,WEST,1997,1.0,1.0,0.0,72.0,47.582068655,-122.38479699999999,4.502986698753511,7.10257467225903,2.585808078901652
1491,RESIDENCE,EAST,1988,1.0,2.0,0.0,72.0,47.626982975000004,-122.29156965,4.32296316214142,6.428529298588499,1.8988092458969805
1492,RESIDENCE,EAST,1999,1.0,2.0,0.0,10.0,47.662771575,-122.31787600000001,4.517565353082339,6.743131708828541,1.5864365568712944
1493,CULTE,EAST,1954,1.0,2.0,0.0,99.5,47.66150115,-122.27878465,4.301876045273154,5.053476981218671,-0.1036291070826257
1494,ECOLE,EAST,1928,1.0,2.0,0.0,94.5,47.662156575,-122.2779251,4.739912369097557,6.314700379596623,1.898991052378159
1495,Warehouse,GREATER,1960,1.0,1.0,0.0,33.5,47.547618595,-122.32754265,4.6481257215586504,6.103497815944181,1.3389804066326785
1496,BUREAU,GREATER,1969,1.0,1.0,0.0,61.0,47.544936019999994,-122.32540234999999,4.544278936171903,6.13211559759916,1.4372469390231624
1497,RESIDENCE,EAST,1950,1.0,3.0,0.0,67.5,47.662807785,-122.30809740000001,4.463654135971828,6.2053357869143095,1.7776320826389542
1498,CULTE,EAST,1963,1.0,2.0,0.0,98.0,47.586692924999994,-122.3020595,4.360820535237942,5.668767942650438,1.275198327713821
1499,Warehouse,GREATER,1976,1.0,1.0,0.0,40.5,47.544612025,-122.32688325000001,4.323045735481702,5.776924014420225,1.2754938215492237
1500,Warehouse,GREATER,1951,1.0,2.0,0.0,56.5,47.544935960000004,-122.3275889,4.447654084487986,6.072446166688098,1.5957874705925768
1501,BOUTIQUE,GREATER,1974,1.0,1.0,0.0,82.5,47.543392659999995,-122.3278155,4.408579125408668,5.703273725560115,1.2527099856293042
1502,Warehouse,DOWNTOWN,1992,1.0,3.0,0.0,12.5,47.59766129,-122.322217695,4.521634883490663,6.230303603263882,1.073552669327392
1503,ECOLE,EAST,1912,1.0,4.0,0.0,8.0,47.60745256,-122.32541509999999,4.444044795918076,6.073439737204685,1.5880276779472462
1504,BUREAU,DOWNTOWN,2000,1.0,6.0,58413.5,80.0,47.60326746,-122.33386005,5.848912953605608,7.122663794743966,1.966000794140634
1505,BOUTIQUE,WEST,1998,1.0,1.0,0.0,23.0,47.54437369,-122.38615005,4.527707216448537,6.940656190321094,2.3174478203981117
1506,RESIDENCE,MAGQUEE,1961,1.0,2.0,0.0,72.0,47.655278845,-122.3712492,4.575187844927661,6.20327554829718,1.8032134979417636
1507,ECOLE,WEST,1954,1.0,1.0,0.0,90.0,47.706058045,-122.3611898,4.624570841761993,6.230996103362489,1.698046644775217
1508,ECOLE,BALLARD,1932,1.0,2.0,0.0,90.0,47.686147675,-122.38904919999999,4.6508221533899325,6.304196979740023,1.9003508082869298
